Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Magnitude Type,Tsunamigenic,Significant,Approximate location,Depth (km),Solution finalised,Last updated date,Last updated time,Source,Mb,ML,Ms,Mwp,Mw,Longitude unc. (+/- km),Latitude unc.  (+/- km),Time unc. (+/- s),Depth unc. (+/- km),Phases used,Total phases,Stations used,Total stations,Gap Angle,RMS Residual,Location algorithm,Nearest station,EVENT ID,ORIGIN ID
2.3,2017-01-03,20:44:38,2017-01-04,07:44:38,-30.663,118.406,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-10,13:12:23,AUST,-,2.26,2.67,-,-,-,-,0.82,0,15,18,10,10,92.39,1.98282070405885273135643554397148650939,locsat:iasp91,KLBR,1256761,1431218
2.0,2017-01-03,19:05:40,2017-01-04,06:05:40,-30.691,118.249,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-10,13:03:11,AUST,-,2.04,-,-,-,-,-,3.31,0,8,8,5,5,251.01,0.6696548551306112945174874374236158984249,locsat:iasp91,KLBR,1256760,1431216
2.3,2017-01-03,18:37:26,2017-01-04,05:37:26,-30.7,118.387,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-10,12:58:23,AUST,-,2.3,2.68,-,-,-,-,1.01,0,12,12,9,9,99.89,0.8265058479325277385466933566095247381416,locsat:iasp91,KLBR,1256759,1431215
2.9,2017-01-03,18:00:14,2017-01-04,05:00:14,-30.632,118.401,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-04,13:16:26,AUST,-,2.92,3.02,-,-,-,-,0.93,0,14,15,10,11,91.66,1.39984653920825668958915877441573547394,locsat:iasp91,KLBR,1254203,1428863
2.4,2017-01-03,17:45:05,2017-01-04,04:45:05,-30.656,118.369,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-10,12:51:35,AUST,-,2.38,2.78,-,-,-,-,0.99,0,13,16,9,9,98.44,3.1609341479220980442889522805231806366,locsat:iasp91,KLBR,1256758,1431212
2.3,2017-01-03,17:37:56,2017-01-04,04:37:56,-30.649,118.338,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-04,11:20:14,AUST,-,2.29,2.5,-,-,-,-,1.38,0,11,11,8,8,100.68,0.9427192293862183940857590683155370108964,locsat:iasp91,KLBR,1254201,1428773
2.2,2017-01-03,16:52:02,2017-01-04,03:52:02,-30.75,118.343,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-10,12:28:35,AUST,-,2.18,2.99,-,-,-,-,1.5,0,9,9,7,7,100.59,0.8306274736607259609407605065688145264666,locsat:iasp91,KLBR,1256757,1431207
3.4,2017-01-03,16:32:20,2017-01-04,03:32:20,-30.669,118.435,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-04,11:06:51,AUST,-,3.44,3.27,-,-,-,-,0.85,0,15,18,12,15,92.73,1.62105923875580671376560508117051064431,locsat:iasp91,KLBR,1254162,1428768
2.5,2017-01-03,15:50:59,2017-01-04,02:50:59,-30.662,118.405,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-04,11:00:18,AUST,-,2.49,2.59,-,-,-,-,1.02,0,14,15,8,8,101.53,1.58303962889962633640948220201633506561,locsat:iasp91,KLBR,1254122,1428740
4.2,2017-01-03,15:30:19,2017-01-04,02:30:19,-30.609,118.455,ML,-,true,"SE of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-04,13:25:25,AUST,-,4.18,-,-,-,-,-,0.57,0,23,43,18,32,80.53,3.17685822933638723956450630492826341506,locsat:iasp91,KLBR,1254094,1428866
3.8,2017-01-03,14:13:08,2017-01-04,01:13:08,-34.191,150.718,ML,-,true,"Near Appin, NSW. (Reported felt).",0.0,FINL,2017-01-04,09:52:17,AUST,-,3.84,3.58,-,-,-,-,0.87,9.7627,36,38,25,26,90.95,1.28384765041405290976498495650509366738,locsat:iasp91,WOLH,1254093,1428631
2.5,2017-01-03,11:45:54,2017-01-03,22:45:54,-32.952,151.336,ML,-,-,"S of Cessnock, NSW.",10.0,FINL,2017-01-10,12:00:32,AUST,-,2.48,2.44,-,-,-,-,1.18,0,10,16,6,9,169.96,3.49563818386571581402286910100253947238,locsat:iasp91,WOLH,1256750,1431199
2.0,2017-01-02,03:45:56,2017-01-02,14:45:56,-32.868,138.298,ML,-,-,"Booleroo Centre, SA.",10.0,FINL,2017-01-09,13:27:41,AUST,-,1.97,2.66,-,-,-,-,1.49,0,8,9,5,5,138.95,0.8288771521361493852075661256982838800513,locsat:iasp91,NAPP,1253393,1430786
2.8,2016-12-30,17:04:17,2016-12-31,04:04:17,-32.614,122.241,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2017-01-06,13:33:32,AUST,-,2.84,3.17,-,-,-,-,1.83,0,10,13,8,8,204.28,3.0195601309818926365312192400257244752,locsat:iasp91,KMBL,1255359,1429713
2.5,2016-12-30,08:38:17,2016-12-30,19:38:17,-30.432,117.799,ML,-,-,"Near Beacon, WA.",10.0,FINL,2017-01-06,13:40:11,AUST,-,2.54,3.08,-,-,-,-,1.02,0,14,15,9,9,111.94,1.27756967194226502062086103544525791828,locsat:iasp91,BLDU,1255360,1429717
2.7,2016-12-29,16:56:47,2016-12-30,03:56:47,-30.654,121.491,ML,-,-,"NE of Kalgoorlie, WA.",10.0,FINL,2017-01-06,12:12:40,AUST,-,2.71,3.02,-,-,-,-,1.02,0,14,18,9,9,81.46,1.9674807495881630607644802459899846059,locsat:iasp91,KMBL,1252306,1429683
2.5,2016-12-27,17:09:13,2016-12-28,04:09:13,-33.289,136.459,ML,-,-,"NE of Jamieson, SA.",10.0,FINL,2017-01-05,15:40:52,AUST,-,2.45,2.83,-,-,-,-,1.18,0,16,17,11,11,151.76,1.58723964979531460203081950356188881696,locsat:iasp91,BBOO,1251712,1429465
2.4,2016-12-27,15:28:26,2016-12-28,02:28:26,-30.405,117.797,ML,-,-,"Near Beacon, WA.",10.0,FINL,2017-01-06,10:13:02,AUST,-,2.38,2.84,-,-,-,-,0.58,0,9,10,5,5,170.77,1.17391711802835552654373848397806025615,locsat:iasp91,BLDU,1255339,1429664
2.3,2016-12-27,15:21:56,2016-12-28,02:21:56,-30.535,117.677,ML,-,-,"SW of Beacon, WA.",10.0,FINL,2017-01-06,10:25:46,AUST,-,2.31,-,-,-,-,-,0.49,0,8,8,5,5,220.89,0.3848046582358378883557855612234870935394,locsat:iasp91,BLDU,1255340,1429667
3.3,2016-12-26,12:59:37,2016-12-26,23:59:37,-27.21,137.217,ML,-,-,"NE of Oodnadatta, SA.",10.0,FINL,2017-01-05,13:37:06,AUST,-,3.25,3.34,-,-,-,-,0.68,0,18,33,17,26,39.04,2.66134261513836567346591082478079209892,locsat:iasp91,OOD,1251420,1429445
2.4,2016-12-26,03:24:32,2016-12-26,14:24:32,-30.437,117.756,ML,-,-,"Near Beacon, WA.",10.0,FINL,2017-01-05,14:41:52,AUST,-,2.38,2.99,-,-,-,-,1.02,0,13,13,9,9,83.4,0.7678440847343544272193579300175132940651,locsat:iasp91,BLDU,1255150,1429461
2.1,2016-12-25,23:08:50,2016-12-26,10:08:50,-33.199,138.384,ML,-,-,"Near Laura, SA.",10.0,FINL,2017-01-05,13:12:43,AUST,-,2.13,3.02,-,-,-,-,1.11,0,10,13,7,8,120.49,2.25260744642565445202885798219995769541,locsat:iasp91,HTT,1255147,1429442
1.6,2016-12-25,06:08:11,2016-12-25,17:08:11,-33.767,138.52,ML,-,-,"Near Clare, SA.",10.0,FINL,2017-01-05,12:42:14,AUST,-,1.58,2.84,-,-,-,-,1.17,0,12,13,8,8,116.48,1.65827356933927846078925815551417698123,locsat:iasp91,HTT,1252499,1429426
2.8,2016-12-24,18:48:43,2016-12-25,05:48:43,-19.856,148.715,ML,-,-,"Offshore NE of Bowen, QLD.",10.0,FINL,2017-01-05,11:33:27,AUST,-,2.81,3.24,-,-,-,-,1.36,0,16,16,10,10,198.02,0.9751383876148041378572126050831232010959,locsat:iasp91,BW1H,1250764,1429389
1.9,2016-12-24,03:03:56,2016-12-24,14:03:56,-32.493,138.206,ML,-,-,"SE of Quorn, SA.",10.0,FINL,2017-01-05,12:29:18,AUST,-,1.92,-,-,-,-,-,2.42,0,5,5,3,3,183.81,0.3958994821921342195177265244442957819689,locsat:iasp91,NAPP,1255134,1429420
3.4,2016-12-24,00:40:55,2016-12-24,11:40:55,-30.826,117.12,ML,-,true,"Near Cadoux, WA. (Reported felt).",10.0,FINL,2017-01-04,16:47:36,AUST,-,3.43,3.82,-,-,-,-,0.66,0,17,24,13,18,87.58,1.56954262180632312597024712564088938238,locsat:iasp91,BLDU,1250391,1428995
2.1,2016-12-23,20:11:15,2016-12-24,07:11:15,-32.514,138.249,ML,-,-,"SE of Quorn, SA.",10.0,FINL,2017-01-04,16:33:17,AUST,-,2.13,2.69,-,-,-,-,1.14,0,10,11,8,8,78.98,1.48007355468325535267973406756351633625,locsat:iasp91,WHYH,1254763,1428989
2.2,2016-12-22,21:00:32,2016-12-23,08:00:32,-40.36,144.587,ML,-,-,"Offshore Three Hummock Island, TAS. (Reported felt).",10.0,FINL,2016-12-23,10:27:18,AUST,-,2.24,-,-,-,-,-,6.47,0,5,6,3,3,326.91,2.43608110839246620242511173125945810859,locsat:iasp91,GLAD,1249780,1423890
2.8,2016-12-18,18:34:46,2016-12-19,05:34:46,-32.261,150.881,ML,-,true,"Muswellbrook, NSW. (Reported felt).",10.0,FINL,2016-12-19,10:47:39,AUST,-,2.79,-,-,-,-,-,0.69,0,18,20,13,13,113.53,0.9967340166764651962788008422015585405648,locsat:iasp91,NTLH,1247068,1421098
1.9,2016-12-18,15:31:12,2016-12-19,02:31:12,-34.512,148.363,ML,-,-,"Harden, NSW.",10.0,FINL,2016-12-20,10:56:38,AUST,-,1.88,-,-,-,-,-,0.51,0,11,12,8,8,227.06,0.9617344141359054711516557190831583408673,locsat:iasp91,N/A,1247856,1421784
2.3,2016-12-16,16:57:10,2016-12-17,03:57:10,-34.543,148.041,ML,-,-,"N of Cootamundra, NSW.",10.0,FINL,2016-12-19,11:05:25,AUST,-,2.26,2.49,-,-,-,-,2.4,0,14,20,10,12,247.72,3.70233847723300415151989749658084714456,locsat:iasp91,DLN,1247305,1421156
2.2,2016-12-15,23:46:11,2016-12-16,10:46:11,-34.006,149.934,ML,-,true,"S of Oberon, NSW. (Reported felt).",10.0,FINL,2016-12-16,16:21:15,AUST,-,2.22,3,-,-,-,-,1.02,0,23,25,14,15,161.51,2.04235577703787936282723505961219279836,locsat:iasp91,SYDH,1244664,1418552
1.9,2016-12-12,20:44:33,2016-12-13,07:44:33,-33.132,138.989,ML,-,-,"SE of Jamestown, SA.",10.0,FINL,2016-12-14,10:40:56,AUST,-,1.93,-,-,-,-,-,1.59,0,8,8,6,6,129.74,0.4521681103306600944178304634968523578028,locsat:iasp91,HTT,1243855,1417608
3.0,2016-12-12,17:33:18,2016-12-13,04:33:18,-27.652,113.115,ML,-,-,"W of Kalbarri, WA.",10.0,FINL,2016-12-14,10:18:08,AUST,-,3.02,-,-,-,-,-,2.06,0,15,24,13,17,216.12,3.04676932038949523531944980467541813899,locsat:iasp91,MORW,1243182,1417564
2.1,2016-12-10,20:17:44,2016-12-11,07:17:44,-31.225,117.223,ML,-,-,"SW of Wyalkatchem, WA.",10.0,FINL,2016-12-13,15:01:43,AUST,-,2.13,2.82,-,-,-,-,1.02,0,11,12,6,6,118.92,1.52695470354122380124518450225185877341,locsat:iasp91,KLBR,1243360,1417084
3.5,2016-12-10,16:25:24,2016-12-11,03:25:24,-19.698,148.675,ML,-,true,"NE of Bowen, QLD.",10.0,FINL,2016-12-13,15:07:07,AUST,-,3.54,-,-,-,-,-,5.13,0,7,7,4,4,304.76,0.9125880779409733226848684798209336995044,locsat:iasp91,BW2S,1243372,1417097
1.9,2016-12-09,14:03:01,2016-12-10,01:03:01,-36.548,149.47,ML,-,true,"Near Brogo, NSW. (Reported felt).",10.0,FINL,2016-12-12,10:39:09,AUST,-,1.91,-,-,-,-,-,1.76,0,10,10,5,5,210.38,0.5231340172460590427820094783333514605313,locsat:iasp91,MILA,1242970,1416555
1.9,2016-12-08,10:50:16,2016-12-08,21:50:16,-32.77,117.0,ML,-,-,"Cuballing, WA.",2.0,FINL,2016-12-09,14:03:05,AUST,-,1.89,-,-,-,-,-,1.59,15.8548,9,9,5,5,139.02,0.38104505420400529499028108753415511797,locsat:iasp91,NWAO,1240278,1413733
3.0,2016-12-08,06:14:21,2016-12-08,17:14:21,-25.561,129.882,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2016-12-09,08:58:23,AUST,-,2.96,3.87,-,-,-,-,0.85,0,13,13,10,10,65.99,0.8154755573377933044966245800379245969604,locsat:iasp91,WRKA,1239338,1413520
1.7,2016-12-07,09:01:39,2016-12-07,20:01:39,-36.377,148.661,ML,-,true,"Jindabyne, NSW. (Reported felt).",10.0,FINL,2016-12-08,12:12:01,AUST,-,1.73,-,-,-,-,-,1.25,0,12,12,7,7,147.16,1.20604522441462921010722229411987383448,locsat:iasp91,MILA,1239185,1412618
2.9,2016-12-05,05:31:57,2016-12-05,16:31:57,-29.334,116.55,ML,-,-,"SE of Morawa, WA.",10.0,FINL,2016-12-06,09:35:38,-,-,2.86,-,-,-,-,-,1.62,0,7,7,5,5,121.06,0.4056685839450720886941825948242275725238,locsat:iasp91,MORW,1238387,1411773
2.5,2016-12-04,18:56:08,2016-12-05,05:56:08,-29.857,137.671,ML,-,-,"Near Marree, SA.",10.0,FINL,2016-12-05,15:44:00,-,-,2.52,2.59,-,-,-,-,0.78,0,15,15,12,12,70.15,0.7274859907013101146970753276569915216988,locsat:iasp91,LCRK,1238236,1411609
3.2,2016-12-03,16:18:17,2016-12-04,03:18:17,-25.495,129.835,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2016-12-05,10:34:04,AUST,-,3.21,-,-,-,-,-,0.68,0,20,21,16,17,64.99,1.23497842664789666588658109263957546801,locsat:iasp91,N/A,1237579,1411380
1.6,2016-12-03,06:48:20,2016-12-03,17:48:20,-38.211,144.284,ML,-,-,"Geelong, VIC.",9.0,FINL,2016-12-05,11:40:13,AUST,-,1.61,-,-,-,-,-,2.98,8.6328,10,10,6,6,249.36,0.344477285172767233360759161633645868116,locsat:iasp91,GEXS,1238096,1411405
2.0,2016-12-03,06:37:47,2016-12-03,17:37:47,-38.365,145.442,ML,-,-,"Western Port Bay, VIC.",10.0,FINL,2016-12-05,11:19:54,AUST,-,2,-,-,-,-,-,3.45,0,10,11,7,7,266.67,1.02998384806400108554089509776580219789,locsat:iasp91,TOO,1237456,1411396
3.7,2016-12-02,05:41:14,2016-12-02,16:41:14,-25.627,129.909,ML,-,true,"Petermann Ranges, NT.",10.0,FINL,2016-12-05,07:51:25,AUST,-,3.72,-,-,-,-,-,0.5,0,28,32,25,29,60.41,1.15389710600642378073524639511534812589,naloc3d,WRKA,1237171,1411292
2.6,2016-12-01,07:28:02,2016-12-01,18:28:02,-33.208,119.275,ML,-,-,"SE of Newdegate, WA.",10.0,FINL,2016-12-02,11:23:56,AUST,-,2.57,-,-,-,-,-,1.25,0,13,14,9,9,158.74,1.28814562175910175980275356660219764338,locsat:iasp91,NWAO,1237084,1410337
1.6,2016-11-26,23:52:18,2016-11-27,10:52:18,-31.638,117.018,ML,-,true,"Meckering, WA. (Reported felt).",10.0,FINL,2016-11-28,13:37:20,AUST,-,1.6,-,-,-,-,-,1.24,0,8,8,4,4,102.1,0.7716287157694430957043617295093070999811,locsat:iasp91,KLBR,1235466,1409000
1.6,2016-11-26,23:48:30,2016-11-27,10:48:30,-31.64,117.019,ML,-,-,"Meckering, WA.",10.0,FINL,2016-11-28,13:35:38,AUST,-,1.59,-,-,-,-,-,1.24,0,8,8,4,4,101.89,0.758106357973602540343886137229641754954,locsat:iasp91,KLBR,1235823,1408998
2.9,2016-11-26,18:27:07,2016-11-27,05:27:07,-27.082,135.101,ML,-,-,"NW of Oodnadatta, SA.",10.0,FINL,2016-11-28,11:32:15,AUST,-,2.91,2.9,-,-,-,-,1.38,0,8,12,7,7,147.19,2.75829056361604756394074983685756116526,locsat:iasp91,OOD,1235797,1408957
1.5,2016-11-26,01:33:44,2016-11-26,12:33:44,-31.644,117.017,ML,-,true,"Meckering, WA. (Reported felt).",10.0,FINL,2016-11-28,11:22:18,AUST,-,1.52,-,-,-,-,-,1.23,0,8,8,4,4,101.83,0.6585458412289914385379611873338936962165,locsat:iasp91,KLBR,1235795,1408942
1.5,2016-11-26,01:28:57,2016-11-26,12:28:57,-31.648,117.012,ML,-,-,"Meckering, WA.",10.0,FINL,2016-11-28,11:34:37,AUST,-,1.54,-,-,-,-,-,1.23,0,8,8,4,4,102.01,0.7111005554772123787558205080870815179,locsat:iasp91,KLBR,1235806,1408958
1.4,2016-11-26,01:25:36,2016-11-26,12:25:36,-31.619,117.012,ML,-,-,"Meckering, WA.",10.0,FINL,2016-11-28,11:43:37,AUST,-,1.44,-,-,-,-,-,1.36,0,7,7,4,4,103.55,0.5069699906587878388397577091549470734452,locsat:iasp91,KLBR,1235832,1408987
1.5,2016-11-26,01:22:23,2016-11-26,12:22:23,-31.62,117.003,ML,-,-,"Meckering, WA.",10.0,FINL,2016-11-28,11:52:55,AUST,-,1.5,-,-,-,-,-,1.37,0,7,7,4,4,104.12,0.5710315227726049100692918077969271179234,locsat:iasp91,KLBR,1235835,1408990
1.8,2016-11-25,18:59:02,2016-11-26,05:59:02,-32.866,138.195,ML,-,-,"Melrose, SA.",7.0,FINL,2016-11-28,10:02:04,AUST,-,1.8,-,-,-,-,-,2.87,27.3319,8,8,6,6,132.66,0.7148377438272268510559715485616303441831,locsat:iasp91,PTPS,1235746,1408883
2.8,2016-11-25,13:27:41,2016-11-26,00:27:41,-33.908,139.305,ML,-,-,"SE of Burra, SA.",0.0,FINL,2016-11-28,10:44:33,AUST,-,2.8,2.85,-,-,-,-,0.68,0,19,23,15,16,81.49,3.90014746655425392229055101803317643962,locsat:iasp91,HTT,1235153,1408898
2.7,2016-11-24,15:28:45,2016-11-25,02:28:45,-27.577,135.454,ML,-,-,"Oodnadatta, SA.",12.0,FINL,2016-11-25,10:00:17,AUST,-,2.72,2.74,-,-,-,-,1.98,13.2597,11,14,7,7,150.35,2.25219569055875528096680709937845876693,locsat:iasp91,N/A,1234667,1407979
2.2,2016-11-24,13:20:56,2016-11-25,00:20:56,-32.206,138.742,ML,-,-,"SE of Hawker, SA.",10.0,FINL,2016-11-25,10:09:41,AUST,-,2.2,-,-,-,-,-,1.21,0,8,8,4,4,97.46,0.5027089117968767420207789573341667901669,locsat:iasp91,N/A,1234876,1407989
2.3,2016-11-23,21:22:44,2016-11-24,08:22:44,-32.482,138.049,ML,-,-,"S of Quorn, SA.",10.0,FINL,2016-11-24,12:10:30,AUST,-,2.25,-,-,-,-,-,1.14,0,9,9,5,5,115.79,0.7071972065052921918879644793915838607375,locsat:iasp91,HTT,1234491,1407590
3.0,2016-11-22,16:09:05,2016-11-23,03:09:05,-32.439,122.304,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2016-11-23,10:08:25,AUST,-,2.95,2.93,-,-,-,-,1.74,0,12,15,9,9,169.67,2.62533201709802792706930799707580270455,locsat:iasp91,N/A,1234069,1407135
2.1,2016-11-22,14:25:47,2016-11-23,01:25:47,-32.506,138.708,ML,-,-,"NE of Orroroo, SA.",0.0,FINL,2016-11-23,10:56:31,AUST,-,2.05,-,-,-,-,-,1.24,0,8,8,4,4,92.75,0.7637618247857115828969852442516908809336,locsat:iasp91,HTT,1234072,1407151
2.2,2016-11-22,12:07:43,2016-11-22,23:07:43,-30.446,117.739,ML,-,-,"NW of Beacon, WA.",14.0,FINL,2016-11-23,10:16:04,AUST,-,2.19,2.78,-,-,-,-,2.34,15.3392,12,14,7,7,93.96,1.8716423078599790434447065192909630431,locsat:iasp91,N/A,1234071,1407145
2.5,2016-11-16,15:48:08,2016-11-17,02:48:08,-30.65,118.277,ML,-,-,"SW of Bonnie Rock, WA.",2.0,FINL,2016-11-17,10:41:59,AUST,-,2.5,-,-,-,-,-,3.93,16.9371,9,9,5,5,252.27,0.9599338518877225219407064768878704266817,locsat:iasp91,KLBR,1231614,1404596
2.8,2016-11-16,15:47:16,2016-11-17,02:47:16,-25.622,129.883,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2016-11-17,11:04:47,AUST,-,2.84,3.22,-,-,-,-,1.17,0,9,12,6,6,105.03,2.35794287109194681891105052049106066228,locsat:iasp91,WRKA,1231615,1404599
2.3,2016-11-16,12:35:24,2016-11-16,23:35:24,-30.7,118.212,ML,-,-,"SW of Bonnie Rock, WA.",0.0,FINL,2016-11-17,11:32:25,AUST,-,2.3,-,-,-,-,-,4.57,0,7,8,4,4,286.54,1.2063639583475627029132447637098751751,locsat:iasp91,KLBR,1231620,1404617
1.9,2016-11-16,11:03:55,2016-11-16,22:03:55,-31.19,116.485,ML,-,-,"SW of Calingiri, WA.",4.0,FINL,2016-11-17,11:28:39,AUST,-,1.93,-,-,-,-,-,1.71,18.0926,8,8,4,4,181.99,0.4986148313076938548838757783226672551984,locsat:iasp91,MUN,1231619,1404614
2.5,2016-11-16,09:17:44,2016-11-16,20:17:44,-30.734,118.217,ML,-,-,"SW of Bonnie Rock, WA.",7.0,FINL,2016-11-17,11:22:42,AUST,-,2.45,2.88,-,-,-,-,3.14,22.9926,8,9,5,5,195.52,0.9110734206296316807164354133039983273161,locsat:iasp91,KLBR,1231618,1404610
2.6,2016-11-16,09:11:54,2016-11-16,20:11:54,-30.686,118.3,ML,-,-,"SW of Bonnie Rock, WA.",5.0,FINL,2016-11-17,11:18:37,AUST,-,2.55,2.85,-,-,-,-,3.25,23.5688,8,10,5,5,197.65,3.13455023887000413793385384560200687587,locsat:iasp91,KLBR,1231617,1404606
2.5,2016-11-16,08:30:59,2016-11-16,19:30:59,-30.601,118.354,ML,-,-,"S of Bonnie Rock, WA.",0.0,FINL,2016-11-17,11:14:20,AUST,-,2.48,2.74,-,-,-,-,2.18,0,9,10,5,5,198.5,1.56182338950343550039720678588832876229,locsat:iasp91,KLBR,1231616,1404603
2.6,2016-11-16,03:53:28,2016-11-16,14:53:28,-30.614,118.446,ML,-,-,"Bonnie Rock, WA.",10.0,FINL,2016-11-17,15:36:11,AUST,-,2.55,2.91,-,-,-,-,1.05,0,12,14,8,8,98.38,1.31681704988094031632134544984038655046,locsat:iasp91,N/A,1231270,1404690
2.6,2016-11-15,21:10:54,2016-11-16,08:10:54,-30.69,118.404,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2016-11-16,12:19:57,AUST,-,2.57,-,-,-,-,-,2.56,18.9329,13,20,9,11,91.92,2.59285130695919390972587207890293026408,locsat:iasp91,N/A,1231137,1404077
2.4,2016-11-15,04:57:54,2016-11-15,15:57:54,-30.674,118.411,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2016-11-16,11:03:11,AUST,-,2.39,-,-,-,-,-,0.81,0,15,15,9,9,99.54,0.7319637969189459851068496538427165967329,locsat:iasp91,KLBR,1230798,1404128
2.4,2016-11-14,17:21:30,2016-11-15,04:21:30,-33.983,135.994,ML,-,-,"NE of Brooker, SA.",4.0,FINL,2016-11-16,09:51:58,AUST,-,2.41,2.82,-,-,-,-,1.93,12.2776,17,19,11,11,171.39,1.9617198013343721206443658830874894268,locsat:iasp91,BBOO,1230538,1404086
2.8,2016-11-14,16:16:10,2016-11-15,03:16:10,-37.213,145.102,ML,-,-,"Broadford, VIC.",10.0,FINL,2016-11-16,10:08:28,AUST,-,2.77,2.86,-,-,-,-,0.6,0,21,21,15,15,55.05,0.9224660272490100914629252497003865434758,locsat:iasp91,GVL,1231153,1404103
2.4,2016-11-14,10:42:33,2016-11-14,21:42:33,-30.674,118.4,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2016-11-16,08:08:38,AUST,-,2.36,-,-,-,-,-,1.19,0,10,10,8,8,99.36,0.7224974048396298565074302357363986543955,locsat:iasp91,KLBR,1230370,1404030
2.3,2016-11-14,08:10:42,2016-11-14,19:10:42,-30.672,118.397,ML,-,-,"Cadoux, WA.",10.0,FINL,2016-11-16,07:54:29,AUST,-,2.3,-,-,-,-,-,1.15,0,11,11,8,8,99.28,0.7209669643169259918150662166459545418345,locsat:iasp91,KLBR,1230262,1404024
2.3,2016-11-13,08:42:50,2016-11-13,19:42:50,-36.989,148.42,ML,-,-,"N of Orbost, VIC.",7.0,FINL,2016-11-14,16:10:39,AUST,-,2.29,-,-,-,-,-,0.45,2.6611,12,12,7,7,158.47,0.4149845378645651017584708842874687060114,locsat:iasp91,MILA,1230048,1402820
3.1,2016-11-11,06:21:43,2016-11-11,17:21:43,-24.784,115.325,ML,-,-,"NE of Gascoyne, WA.",15.0,FINL,2016-11-14,11:34:29,AUST,-,3.06,2.92,-,-,-,-,3.41,23.2376,14,21,10,12,160.74,2.97403135891495330572884127137461563441,locsat:iasp91,GIRL,1229787,1402538
3.7,2016-11-10,10:24:51,2016-11-10,21:24:51,-19.853,133.866,ML,-,true,"SW of Tennant Creek, NT. (Reported felt).",5.0,FINL,2016-11-11,09:23:29,AUST,-,3.71,-,-,-,-,-,1.02,0,12,34,10,26,85.67,3.20662584255127075448168704164922921631,naloc3d,WB2,1227604,1400519
2.3,2016-11-09,03:36:20,2016-11-09,14:36:20,-32.309,150.968,ML,-,true,"SE of Muswellbrook, NSW. (Reported felt).",0.0,FINL,2016-11-10,09:03:49,AUST,-,2.34,-,-,-,-,-,1.24,0,8,8,6,6,116.99,0.532235145400977818591082320388610449123,locsat:iasp91,NTLH,1227272,1400146
3.4,2016-11-08,00:12:56,2016-11-08,11:12:56,-32.575,122.389,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2016-11-08,13:31:07,AUST,-,3.36,3.45,-,-,-,-,0.88,0,16,26,13,16,149.36,4.57997741428760927733831238484941020876,locsat:iasp91,KMBL,1226784,1399415
5.1,2016-11-06,09:54:31,2016-11-06,20:54:31,-19.106,127.987,ML,-,true,"SE of Hall's Creek, WA. (Reported felt).",10.0,FINL,2016-11-07,09:48:51,AUST,-,5.07,-,-,-,-,-,0.69,0,17,44,16,36,84.34,3.57522048588996434320339417340212291193,naloc3d,KNRA,1226299,1399009
2.8,2016-11-04,17:14:46,2016-11-05,04:14:46,-25.586,129.804,ML,-,-,"Petermann Ranges, NT.",0.0,FINL,2016-11-07,09:43:12,AUST,-,2.77,3.79,-,-,-,-,0.93,0,13,18,8,9,105.92,2.5393703178369064159244283160799896263,locsat:iasp91,WRKA,1225695,1399014
2.2,2016-11-03,18:01:05,2016-11-04,05:01:05,-29.741,137.106,ML,-,-,"W of Marree,SA.",10.0,FINL,2016-11-04,10:35:50,AUST,-,2.24,2.8,-,-,-,-,1.45,0,7,7,4,4,159.52,0.2836000705218530089355574507878383024091,locsat:iasp91,LCRK,1225469,1397967
3.7,2016-11-03,16:25:13,2016-11-04,03:25:13,-29.627,137.098,ML,-,true,"W of Marree, SA.",10.0,FINL,2016-11-04,10:10:02,AUST,-,3.68,-,-,-,-,-,1.66,12.0678,29,31,23,23,59.9,1.61176082833090824681634075366808070249,naloc3d,N/A,1225300,1397896
2.3,2016-10-31,23:33:27,2016-11-01,10:33:27,-31.277,117.636,ML,-,-,"SE of Wyalkatchem, WA.",11.0,FINL,2016-11-01,11:09:26,AUST,-,2.32,3.25,-,-,-,-,1.49,12.5578,11,12,7,7,78.81,1.64461261902816088864811076553499781121,locsat:iasp91,KLBR,1224655,1397128
